"","who_post","who_retweet","rt_tweet"
"192","ConversationUK","JulianPetley","Hard Evidence: how does the public feel about immigration? http://t.co/IZcAB6WCi9 via @ConversationUK"
"193","ConversationUK","ClaudiaChwalisz","Hard Evidence: how does the public feel about #immigration? http://t.co/Y9QRaeDsqe via @ConversationUK"
"194","ConversationUK","NICEMNI","Less is more when it comes to migrant rights http://t.co/egwYkNnpJh via @ConversationUK"
"195","ConversationUK","glenchisholm","A look at the difference between public perception and the facts about immigration  http://t.co/u6lsVC3S4y via @ConversationUK"
"196","ConversationUK","Bob__Hudson","@thom_brooks - himself a migrant - exposes the Coaltion's threadbare research on health tourism http://t.co/cD9jki1oht via @ConversationUK"
"197","ConversationUK","MigrantVoiceUK","Hard Evidence: how does the public feel about immigration? http://t.co/TIUVgzCfyi via @ConversationUK"
"198","ConversationUK","drhmwilliams","Hard Evidence: how does the public feel about immigration? http://t.co/MiKZNIFH5Y via @ConversationUK"
"199","ConversationUK","FESMontemaggi","Hard Evidence: how does the public feel about immigration? http://t.co/MlgDZm3wnT via @ConversationUK"
"200","ConversationUK","old_chap","Hard Evidence: how does the public feel about immigration? http://t.co/MxuBs83ZRt via @ConversationUK"
"201","ConversationUK","Bordercrim","From the US: Obama's reality must match his rhetoric on migrant rights http://t.co/o0HuQhMAaE via @ConversationUK"
"202","ConversationUK","thom_brooks","Bad data underpins flawed health tourism report #tweebate #immigration #nhs #immigrationbill  http://t.co/9ilj5CZiwA via @ConversationUK"
"203","ConversationUK","thom_brooks","Immigration arrests are not a spectator sport  #tweebate #immigration #nhs #immigrationbill http://t.co/kBm9tI9O7y via @ConversationUK"
"204","CorpWatchUK","BunmieZoeRadioo","RT @CorpWatchUK: Campsfield Immigration Detention Centre in Kidlington, was seriously damaged in a fire this evening, which started at 9pm"
"205","CorpWatchUK","brianwhelanhack","Interview from detainee who witnessed Campsfield immigration detention centre fire - https://t.co/GXA61QxfEu via @CorpWatchUK"
"206","CrispySea","judeinlondon","You're all fucking immigrants you berk RT @CrispySea: Great Britain - An Immigrants Guide http://t.co/YyVxxj2PFt #Freedom #Truth #Atheism"
"207","D","PARRY1956","Immigration Minister Mark Harper tells failed asylum seeker to leave the country http://t.co/1ut8WLfakV  via @D TORYS ARE UK RACIST PARTY RT"
"208","DCExaminer","keithroland1","Business pushes immigration reform even as it lays off American workers http://t.co/SNUKVE6J4H via @DCExaminer"
"209","DCExaminer","trickxie","Business pushes immigration reform even as it lays off American workers http://t.co/uk5lXgrFJs via @DCExaminer"
"210","DCExaminer","michaeloferwins","Who ARE ""we the people""? Not citizens! Park Service OKs immigration rally on 'closed' National Mall http://t.co/9UkutZcgtV via @DCExaminer"
"211","DCExaminer","flyc150","Park Service OKs immigration reform rally on 'closed' National Mall http://t.co/lSUUKn1Fvo via @DCExaminer"
"212","DCExaminer","richwilsonSC","Park Service OKs immigration reform rally on 'closed' National Mall http://t.co/xDKkgSUkkB via @DCExaminer"
"213","DCExaminer","deculley","Park Service OKs immigration reform rally on 'closed' National Mall http://t.co/JHUKAFfOy2 via @DCExaminer #teaparty"
"214","DCExaminer","rileyswan","Signs say National Mall closed, but immigration reform rally is a go http://t.co/KAkQX8druK via @DCExaminer - THIS IS CRAP!"
"215","DCExaminer","chickenman246","Signs say National Mall closed, but immigration reform rally is a go http://t.co/BOCuKWZuET via @DCExaminer"
"216","DCExaminer","thetrutherone","Signs say National Mall closed, but immigration reform rally is a go http://t.co/q40WuKEzCp via @DCExaminer"
"217","DCExaminer","CommentsOnNati1","Obama calls for immigration law by end of the year http://t.co/QTyzCsmUkA via @DCExaminer"
"218","DFID_UK","Diana_VB","RT @DFID_UK JOB WANTED: Desperate Migrant Worker willing to work 16 hour day http://t.co/LFvJPUFiNi. Retweet if you want to #endslavery now!"
"219","DLind","jbreisblatt","RT @DLind: And confirmation that @RepJeffDenham will cosponsor HR 15 from WaPo: http://t.co/UkkHgT32vu #immigration"
"220","DOTW_UK","healthglobal","RT @DOTW_UK bcs DoH migrant #healthcare report is based on bad data, we urge @Jeremy_Hunt to think about consequences http://t.co/4q387lgbC2"
"221","DRUDGE_REPORT","MrHappy4870","RT @DRUDGE_REPORT Thousands Rally Across Nation for Immigration Overhaul... http://t.co/SpUkS02CHn #immigration #tcot #tlot #teaparty"
"222","DRUDGE_REPORT","DefendWallSt","Immigration in the UK stops completely admit shutdown RT @DRUDGE_REPORT: UK to End Free Health Care for Migrants... http://t.co/q5va16DuMA"
"223","DailyCaller","Jim65783","Report: Illegal immigrant hired as Obamacare 'navigator' (via @DailyCaller) #DCapp http://t.co/ukQfEmsYvq"
"224","DailyMailUK","MailOnline","Police issue apology after tweeting 'Officers 1 Immigrants 0' http://t.co/YSHt6QM8ed via @DailyMailUK"
"225","DailyMailUK","NanaBenson_","@MailOnline: Police issue apology after tweeting 'Officers 1 Immigrants 0' http://t.co/HExFjM492B via @DailyMailUK ='"
"226","DailyMailUK","DeniseWilding","@MailOnline: Police issue apology after tweeting 'Officers 1 Immigrants 0' http://t.co/DtypsfgMMv via @DailyMailUK haha!"
"227","DailyMailUS","LeMarquand","=4Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/DH9dMhtVlA via @DailyMailUS"
"228","DailyMailUS","BlatantTruth","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/3Bx8ZDbHR2 via @DailyMailUS"
"229","DailyMailUS","_InSitu_","Wow...UK mayor defends cuts to translation services to encourage immigrants to speak English http://t.co/eQLrKOQwP0 via @DailyMailUS"
"230","DailyMailUS","_StarrHall_","15,000 civil marriages, 1 in 5, in the #UK every year are bogus to get around immigration laws #tcot http://t.co/8aXPFP2dWk via @DailyMailUS"
"231","DailyMailUS","knowitalleric","How 'Flamin' Hot Cheetos' transformed immigrant janitor without a high school degree into a... http://t.co/wa3ZyHvSUk via @DailyMailUS"
"232","DailyMailUS","HYHUTriangle","#BTSM Boy, 12, Who Helps Keep His immigrant Family Afloat is Fighting Cancer http://t.co/7sUKF6uIz9 via @DailyMailUS"
"233","DailyMirror","PARRY1956","Two thirds of voters want Government to take 'drastic action' on immigration http://t.co/uSqUkK4xP9  via @DailyMirror RT"
"234","DailyMirror","sam4wong","Fire at Campsfield Hse #immigration detention centre leaves 2 in hospital via @DailyMirror http://t.co/EDsVn0D6uZ @MigrantVoiceUK @UNHCRUK"
"235","DailyMirror","lilysue21","UKIP have made the rest wake up to immigration doubts not making you a racist http://t.co/v8IevCLvNW  via @DailyMirror"
"236","DailyMirror","smosonyi","'Go Home' immigration vans scrapped as Theresa May admits they were 'blunt instrument' http://t.co/FFcqO0ad0d  via @DailyMirror #ukpoli"
"237","DailyMonitor","UgoUganda","More than 30,000 Ugandans face deportation from the UK after failing to resolve their asylum and immigration requests via @DailyMonitor"
"238","Daily_Express","mraidenrussell","#UK Government has no record of the number of #EU immigrants claiming welfare in #Britain @UKIP via @Daily_Express http://t.co/5swJeZrmF7"
"239","Daily_Express","APPGMigration","'Go home' Immigration Minister @Mark_J_Harper tells failed asylum seeker he is not welcome in UK via @Daily_Express http://t.co/d1B3E37eIp"
"240","Daily_Record","ImmgtnAdviceSvc","Record View: #Boris Johnson says #Britain's teens need to learn about work #ethic from #immigrants http://t.co/GeTY2JypXh  via @Daily_Record"
"241","Daily_Record","Loyalist_hater","Record View: Boris Johnson says Britain's teens need to learn about work ethic from immigrants http://t.co/QSIadUeie8  via @Daily_Record"
"242","Daily_Record","na42","Record View: Boris Johnson says Britain's teens need to learn about work ethic from immigrants http://t.co/w2FWv7JGaL  via @Daily_Record"
"243","Daily_Star","UKIPDB","'The Government has no idea' about immigration figures says Ukip leader Nigel Farage (via @Daily_Star) http://t.co/bO3nmNSx7d"
"244","Daily_Star","detumescance","'The Government has no idea' about immigration figures says Ukip leader Nigel Farage (via @Daily_Star) http://t.co/3gR9Hu7vaZ"
"245","Daily_Star","SirNigelFaffing","'The Government has no idea' about immigration figures says Ukip leader Nigel Farage (via @Daily_Star) http://t.co/cC9sZOouE5"
"246","Daily_Star","dynecorp","'The Government has no idea' about immigration figures says Ukip leader Nigel Farage (via @Daily_Star) http://t.co/nz83fPEgnG"
"247","Daily_Star","brianstevencrou","'The Government has no idea' about immigration figures says Ukip leader Nigel Farage (via @Daily_Star) http://t.co/E8mJA4eJ7s"
"248","Daily_Star","seafarer1847","'This useless Government has no idea' about immigration figures says Ukip leader Nigel Farage (via @Daily_Star) http://t.co/59BZ50ezSi"
"249","Daily_Star","2tweetaboutit","'The Government has no idea' about immigration figures says UKIP leader Nigel Farage (via @Daily_Star) http://t.co/IrubhEzGCy"
"250","Daily_Star","Antonvlimburg","'The Government has no idea' about #immigration figures says #Ukip leader Nigel #Farage #UK #London (via @Daily_Star) http://t.co/B2q7VRtr9R"
"251","Daily_Star","BloggingBeth","'The Government has no idea' about immigration figures says Ukip leader Nigel Farage (via @Daily_Star) http://t.co/qtn1DEJon5"
"252","Daily_Star","ywkz1105","'The Government has no idea' about immigration figures says Ukip leader Nigel Farage (via @Daily_Star) http://t.co/fqLeNGpTtz"
"253","Daily_Star","WorthingUKIP","'The Government has no idea' about #immigration figures says #Ukip leader Nigel Farage (via @Daily_Star) http://t.co/MYW48HOA0a"
"254","Daily_Star","detumescance","'The Government has no idea' about immigration figures says Ukip leader Nigel Farage (via @Daily_Star) http://t.co/3gR9Hu7vaZ"
"255","Daily_Star","detumescance","'The Government has no idea' about immigration figures says Ukip leader Nigel Farage (via @Daily_Star) http://t.co/3gR9Hu7vaZ"
"256","Daily_Star","intelligence_uk","'The Government has no idea' about immigration figures says Ukip leader Nigel Farage (via @Daily_Star) http://t.co/w6H3wNSM6O"
"257","Daily_Star","detumescance","'The Government has no idea' about immigration figures says Ukip leader Nigel Farage (via @Daily_Star) http://t.co/3gR9Hu7vaZ"
"258","Daily_Star","2tweetaboutit","'The Government has no idea' about immigration figures says Ukip leader Nigel Farage (via @Daily_Star) http://t.co/IrubhEzGCy"
"259","Dailymotion","catjerba","Karim, migrant tunisien : ""J'ai cru mourir en mer"" - http://t.co/hWTWD8QEUk via @Dailymotion"
"260","DanHannanMEP","Dan_Humphreys","'Cheer up  we're British' &amp; 'crime-debt-immigration-mimblewimble' via @DanHannanMEP It must be Autumn in Old England http://t.co/b0zJoREQal"
"261","DanielFurrUK","rhysdgriffiths","Boris being very sensible on immigration. Why make life harder for those w/ contribution to make? http://t.co/dUJ5VgWqfX (via @DanielFurrUK)"
"262","DavidCoburnUKip","donaldgatt","Vote #UKIP RT @DavidCoburnUKip It took 8 years and £5m to deport Abu Qatada - #Tories can do nothing about immigration"
"263","DavidCoburnUKip","UKIPDaily","RT @DavidCoburnUKip: only 1 in 100 illegal immigrants are ever deported from GB http://t.co/ogssKG8ZLR"
"264","DavidLeopold","Jair__Vazquez","RT: @DavidLeopold #Immigration Reform Is Alive and Kicking on Capitol Hill http://t.co/UkNODPPGJx #POSC2400"
"265","DelaCour_Comms","EuprioNic","Ten reasons why @nusuk thinks UK Immigration Bill is Slamming the Door on International Students http://t.co/OobQK1uPv1 via @DelaCour_Comms"
"266","Diamondcelebs","Deliainnoma","Theresa  May Wants All Illegal Immigrants Out of UK (Video) http://t.co/Y1khQlQDyV via @Diamondcelebs"
"267","DocHackenbush","ThePoke","#UKIPfilmposters E.T. The Scrounging Immigrant. http://t.co/GEusryuatn 
(via @DocHackenbush)"
"268","DougRichard","Crowdcube","RT @DougRichard: Today I get sworn in as a British Citizen. Im the newest immigrant to the UK. I promise not to take advantage of welfare..."
"269","Dreuz_1fo","025194346206030","Le président de la #Confédération suisse #sonne l'alarme:  sur l'#immigration...
http://t.co/yuoPNuKump via @Dreuz_1fo"
"270","DukeU","My4oncampus","RT @DukeU: Econ professor Jacob Vigdor finds immigrants help preserve and even add manufacturing #jobs in cities http://t.co/2lHALPvAVd"
"271","EGBNPactivist","info4migrants","Migrant map of the UK: Bulgarians head for Hereford and Zimbabweans love Leicester | @scoopit via @EGBNPactivist http://t.co/MkFpqGm8nk"
"272","EPinUK","MissMillicent","The financial impact of immigration on Britain. Free event in London on 18 October http://t.co/Hc8mYQVCir via @EPinUK"
"273","EPinUK","lukeblackheath","This looks good: The financial impact of immigration on Britain - London, 18 October 2013"" http://t.co/tAHbsPyQQF via @EPinUK"
"274","EPinUK","eurocrat","Food for thought: UK - EU Migration http://t.co/cSM9c5BBi9 via @EPinUK"
"275","EPinUK","EPinUK_edu","The financial impact of immigration on Britain. Free event in London on 18 October http://t.co/gX70meJANl #UK40 via @EPinUK"
"276","EPinUK","ResEuropa","The financial impact of immigration on Britain. Free event from EP Office in London on 18 October http://t.co/Uv6xHtL7Fj #UK40 via @EPinUK"
"277","EPinUK","EPinUK","The financial impact of immigration on Britain. Free event in London on 18 October http://t.co/6HpqBxVEqy #UK40 via @EPinUK"
"278","EPinUK","EPinUK","The financial impact of immigration on Britain. Free event in London on 18 October http://t.co/5lnrWUJs3d via @EPinUK"
"279","EPinUK","MissMillicent","On my way to &gt; The financial impact of immigration on Britain. Free event in London on 18 October http://t.co/xt0AL7CkRD via @EPinUK #uk40"
"280","EUlondonrep","jonathanfryer","RT @EUlondonrep: More seriously misleading reporting on #EU migrants and benefits http://t.co/ozAZDyYtfA #UK #migration"
"281","EasyExpat","BlogExpat","Questions about EEA Family Permit - Changes : #Immigration #UK #Forum #Expatriates http://t.co/T86ldnQ5ks via @EasyExpat"
"282","Easy_Branches","PhuketDailyNews","PhuketWATCH Migrant Deaths Shame   via @Easy_Branches -  http://t.co/oVzZuFFluM @Network_Easy #SEO #WebDesign #Domain #Hosting #easybra"
"283","Easy_Branches","TopVillasPhuket","Phuket Immigration denies crackdown ... - http://t.co/8vpnufGkRX via @Easy_Branches #Luxury #Phuket #Villa #Thailand #Travel #Rent #Holiday"
"284","Easy_Branches","PhuketTopVillas","via @Easy_Branches #Luxury #Phuket #Villa #Thailand #Travel #Rent Phuket Immigration denies crackdown on ED visas -  http://t.co/wYhkoN0aim"
"285","Easy_Branches","PhuketDailyNews","Phuket Immigration denies crackdo  via @Easy_Branches -  http://t.co/11OWRxbCh2 @Network_Easy #SEO #WebDesign #Domain #Hosting #easybra"
"286","Easy_Branches","TopVillasPhuket","Phuket Immigration: new ... - http://t.co/GpISV7IG3c via @Easy_Branches #EasyBranches #Luxury #Phuket #Villa #Thailand #Rent #Holiday"
"287","Easy_Branches","PhuketDailyNews","Phuket Immigration: new detailed fo via @Easy_Branches - http://t.co/aKkuaqSlZq @Network_Easy #EasyBranches #SEO #WebDesign #Domain #Ho"
"288","Easy_Branches","PhuketTopVillas","via @Easy_Branches #EasyBranches #Luxury #Phuket #Villa #Thailand #Rent Phuket Immigration: new detailed form to m... http://t.co/fSfKkbzlWc"
"289","Easy_Branches","TopVillasPhuket","Number of Immigration ... - http://t.co/3XULAyjGAZ via @Easy_Branches #EasyBranches #Luxury #Phuket #Villa #Thailand #Rent #Holiday"
"290","Easy_Branches","PhuketTopVillas","via @Easy_Branches #EasyBranches #Luxury #Phuket #Villa #Thailand #Rent Number of Immigration Officers at Phuket A... http://t.co/WpEBmunFjN"
"291","EbruSoytemel","calvinhyj","RT @EbruSoytemel: Is Britain closing its doors to overseas academics? http://t.co/sPz9llPeGB #academia #immigration #travel"
"292","EconomicTimes","BolshoyBooze","SMS - ""Hey Illegal immigrants, Pls goto India and get Aadhar""
RT @EconomicTimes Illegal immigrants asked to leave Britain via text messages"
"293","EconomicTimes","vivekontheweb","RT @EconomicTimes: Illegal immigrants asked to leave Britain via text messages http://t.co/mFkiEJ9Gto"
"294","EconomicTimes","sethiashish6","#UK asks Illegal immigrants to leave via messages http://t.co/WoIN1wCev2 via @EconomicTimes"
